Name	Label	Definitional reference	Definition
strong_cation_exchange_chromatography	strong-cation-exchange chromatography	CHMO:0002260	Column chromatography where cations are retained by functional groups that are permanently negatively charged in aqueous conditions for example aliphatic sulfonic acid groups in the stationary phase.
argon_plasma_sintering	argon plasma sintering	CHMO:0001788	The fusing together of small particles by heating the sample with an Ar plasma a partially ionised gas containing free electrons until the particles adhere to each other.
hydrophilic_interaction_chromatography	hydrophilic interaction chromatography	CHMO:0002262	Liquid chromatography where the stationary phase is hydrophilic the mobile phase is organic and separation is achieved based on polarity.
gas_chromatography_time_of_flight_mass_spectrometry	gas chromatography time-of-flight mass spectrometry	CHMO:0000735	A method where a sample mixture is first separated by gas chromatography then sample ions with different masses are accelerated to the same known kinetic energy and the time taken for each ion to reach a detector at a known distance is measured. This time is dependent on the mass-to-charge ratio of the ion.
calorimeter	calorimeter	CHMO:0001287	A piece of apparatus that is used to measure the heat of chemical reactions or physical changes.
electrospray_ionisation_time_of_flight_quadrupole_detection	electrospray ionisation time-of-flight quadrupole detection	CHMO:0002338	A mass detection method where the sample is ionised by forcing a solution of the sample through a small heated capillary into an electric field to produce a very fine mist of charged droplets or by collision with solvent ions produced by the same process. The ions are then held in a stable orbit by an electric field generated by four parallel electrodes a 'quadrupole' and accelerated to the same known kinetic energy and the time taken for each ion to reach a detector at a known distance is measured. This time is dependent on the mass-to-charge ratio of the ion.
atom_scattering	atom scattering	CHMO:0000162	A method for determining structure by measuring the change in direction or energy of scattered atoms.
microscope_projection_photolithography	microscope projection photolithography	CHMO:0001416	A synthesis method that uses light to transfer a pattern to a substrate. A solution of photoresist a polymer is deposited on the substrate by spin coating. The photoresist-coated substrate is then heated to drive off excess solvent 'soft-baked' 'prebaked' 'post-application baked' PAB typically at 90100 C. A reduced image of the desired pattern is then projected on the photoresist using a microscope and the substrate is exposed to intense typically UV light. A post-exposure bake PEB at 120180 C is performed before immersing the substrate in a 'developer' which removes excess photoresist. Positive photoresist becomes soluble in the developer when exposed negative photoresist becomes insoluble in the developer. Finally the substrate is baked again 'hard-baked' to solidify the remaining photoresist.
mechanosynthesis	mechanosynthesis	CHMO:0001443	A synthesis method in which the reaction outcome is determined by the use of mechanical constraints to direct reactive molecules to specific molecular sites.
transmission_x_ray_microscopy	transmission X-ray microscopy	CHMO:0002313	An imaging technique where a finely focused beam of X-rays is directed at the specimen and the energies and intensities of the transmitted X-rays are measured as a function of position.
particle_induced_gamma_ray_emission_spectroscopy	particle-induced gamma-ray emission spectroscopy	CHMO:0000415	A type of gamma-ray emission spectroscopy where the gamma-rays are produced by bombarding the sample with a focused beam of ions.
cold_vapour_atomic_fluorescence_spectroscopy	cold vapour atomic fluorescence spectroscopy	CHMO:0000280	Atomic fluorescence spectroscopy where no vaporisation step is required because the sample is a volatile heavy metal such as mercury which is a vapour at room temperature.
size_exclusion_chromatography_inductively_coupled_plasma_mass_spectrometry	size-exclusion chromatography-inductively coupled plasma mass spectrometry	CHMO:0000554	A method where a sample mixture is first separated by size-exclusion chromatography before being ionised in a plasma a partially ionised gas-such as Ar-containing free electrons which has been generated by electromagnetic induction and characterised by mass-to-charge ratio and relative abundance.
13c15n_rotational_echo_double_resonance_spectroscopy	13C–15N rotational-echo double-resonance spectroscopy	CHMO:0002711	A magic angle spinning NMR experiment in which the evolution of dipolar couplings between 13C and 15N nuclei is controlled by applying pulses at appropriate points in the rotational period allowing the determination of the size of the coupling and thus yielding distance information.
reversed_phase_chromatography	reversed-phase chromatography	CHMO:0002302	A separation method where the components are distributed between two phases one of which is stationary and non-polar while the other is polar and moves in a definite direction.
diffuse_reflectance_spectrum	diffuse reflectance spectrum	CHMO:0002622	A plot of reflectance  vs. wavenumber obtained by measuring the amount of radiation reflected from an uneven surface at a number of angles by the sample.
25mg_nuclear_magnetic_resonance_spectroscopy	25Mg nuclear magnetic resonance spectroscopy	CHMO:0002134	Spectroscopy where the energy states of 25Mg  nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them.
solidliquid_extraction	solid–liquid extraction	CHMO:0001607	The process of transferring the soluble components of a solid to the liquid phase using a solvent.
laser_micro_emission_spectroscopy	laser micro emission spectroscopy	CHMO:0000461	Spectroscopy where a thermally-excited vapour sample is illuminated with a finely focused <10 m diameter ultraviolet or visible laser and the photon emission spectrum of the sample is observed.
dot_plot	dot plot	IAO:0000037	A dot plot is a report graph which is a graphical representation of data where each data point is represented by a single dot placed on coordinates corresponding to data point values in particular dimensions."en
